Temperatura,Humedad,HumedadTerre,Luminosidad,PH,VelociViento
24,86,2,27,7,18
26,52,25,9,5,8
28,51,46,64,7,29
20,50,77,55,4,6
28,34,77,50,4,0
26,37,73,96,6,22
26,95,28,63,7,17
40,71,6,76,5,28
31,59,78,1,6,10
31,54,98,67,4,26
37,75,73,64,7,19
31,32,73,37,4,28
24,53,70,2,6,3
34,83,70,99,5,20
39,93,81,81,6,28
43,83,93,11,6,28
31,98,67,81,4,8
21,69,24,69,6,15
34,56,65,5,4,16
27,31,80,18,4,19
41,62,6,87,7,25
44,39,40,75,5,4
26,34,99,84,5,21
43,79,40,84,6,11
43,56,88,21,5,28
37,40,16,86,5,3
17,91,93,15,6,26
30,77,47,38,4,12
37,63,52,33,4,25
17,79,54,79,7,5
37,53,97,59,7,1
35,82,81,71,6,18
31,63,52,49,7,16
35,96,78,0,7,14
27,86,57,80,4,16
20,47,33,41,6,4
31,85,46,70,7,15
36,37,84,51,7,4
29,70,77,80,4,21
30,55,37,4,6,6
33,75,96,65,5,11
37,95,85,88,4,26
28,39,10,60,4,29
26,73,51,58,5,18
30,85,12,31,4,21
22,69,19,33,5,1
25,30,19,35,5,22
26,48,76,72,5,0
40,68,40,87,4,18
23,76,44,37,5,4
29,96,42,75,4,22
34,95,5,40,4,4
26,88,30,43,5,13
42,78,96,30,4,3
23,91,0,67,6,4
16,83,13,0,6,16
43,85,42,90,4,22
34,46,1,39,5,2
19,43,29,60,7,24
43,95,55,0,7,28
33,39,22,21,4,5
17,91,85,35,6,8
19,85,90,68,6,20
39,91,38,96,4,16
42,42,79,54,6,2
25,33,99,54,5,26
32,37,61,99,7,12
37,37,10,86,6,27
24,87,90,24,6,27
21,94,42,4,7,15
15,34,14,24,4,5
22,88,5,21,4,3
15,73,83,98,4,9
42,30,56,94,6,15
39,74,85,11,4,5
40,73,75,79,5,13
18,40,36,35,5,16
30,50,60,58,6,13
36,63,72,95,5,16
18,48,15,85,4,21
27,57,20,48,6,1
39,58,43,77,4,21
35,37,26,16,4,23
34,78,70,80,4,8
42,75,38,34,4,20
18,69,52,76,7,10
25,33,79,5,6,7
17,35,80,70,4,17
21,62,80,41,6,14
28,61,73,85,7,2
30,48,48,50,5,29
39,75,65,2,7,24
28,62,45,23,6,2
20,42,75,31,5,15
33,85,14,56,7,14
40,83,47,19,6,16
24,50,98,28,6,9
43,64,24,23,7,4
39,56,48,89,6,22
16,65,81,22,5,24
30,35,5,36,5,19
20,87,4,50,4,15
34,94,75,92,7,28
15,36,23,66,4,2
42,91,85,33,6,13
18,92,52,13,6,18
35,43,35,17,5,20
38,50,24,95,4,21
27,54,1,89,5,29
35,92,45,9,4,17
38,75,48,9,5,16
34,77,72,41,4,16
25,72,1,47,6,26
29,44,47,68,5,8
33,90,18,9,4,4
43,98,83,32,4,21
19,31,59,66,5,20
30,63,99,57,4,25
22,97,10,23,6,7
22,64,47,97,4,8
27,87,95,24,5,7
43,89,17,64,7,28
29,38,95,32,6,11
36,82,78,18,7,29
27,34,23,34,5,10
31,58,35,10,5,19
44,34,37,81,4,29
23,68,5,27,4,19
38,78,56,95,6,21
17,60,11,99,5,17
21,76,38,42,6,6
35,80,68,49,7,17
16,42,88,21,5,29
44,93,46,70,6,23
40,78,59,49,7,28
38,74,24,40,4,11
18,55,35,25,4,25
21,89,7,93,7,14
28,45,99,51,4,24
33,37,61,28,5,27
39,51,37,62,6,6
20,56,13,54,5,15
24,31,71,52,4,11
30,51,56,17,5,7
20,88,96,66,5,24
21,50,76,21,4,12
38,41,19,43,6,1
38,53,74,0,7,3
35,49,63,70,7,2
36,84,78,96,5,29
44,86,12,56,4,11
38,96,66,37,4,26
27,69,66,97,7,4
22,33,10,28,4,27
43,83,6,86,5,24
15,60,66,89,6,8
30,96,69,24,4,10
38,54,63,94,7,16
34,48,14,51,5,5
26,48,16,62,6,8
40,32,74,94,5,15
20,30,71,5,5,24
40,74,17,41,4,1
15,98,74,51,7,20
29,71,21,79,4,29
26,72,68,41,6,11
19,92,35,25,7,29
18,99,96,25,4,21
27,82,21,83,5,21
28,73,82,36,5,3
19,95,44,86,6,13
18,45,47,28,4,4
20,39,6,83,5,12
42,39,40,73,5,17
29,95,49,30,7,11
38,31,87,27,5,4
27,71,92,1,4,2
20,82,20,12,6,5
28,62,49,55,4,15
18,64,14,68,4,6
17,85,23,68,7,25
28,87,22,85,4,5
31,63,33,95,5,2
26,70,73,76,5,11
41,61,14,72,6,0
18,43,75,30,6,18
18,79,21,85,4,27
39,88,27,4,5,11
44,75,3,84,5,22
24,39,45,14,7,22
24,94,31,88,4,24
36,83,19,12,7,12
19,89,86,3,7,2
36,84,71,29,4,18
41,87,47,64,6,24
29,79,20,22,7,19
19,33,30,81,4,19
33,48,72,98,4,23
30,70,41,99,4,12
17,96,31,53,4,21
37,83,2,38,6,20
33,68,60,4,5,4
32,60,31,71,4,7
24,71,79,33,5,21
36,35,14,54,5,20
24,49,97,38,4,14
27,88,70,0,5,26
17,53,65,70,7,18
38,56,83,86,6,28
24,42,33,34,6,2
24,54,71,43,6,16
25,96,33,55,4,18
28,63,48,62,6,12
43,62,18,56,6,18
40,50,63,97,6,27
28,84,19,25,6,24
44,86,37,2,4,11
34,95,6,28,4,24
27,40,38,0,5,0
23,53,5,67,5,22
38,36,84,27,5,9
20,95,36,98,5,19
18,43,10,9,6,25
24,81,60,68,5,4
31,87,50,0,4,9
37,37,18,20,5,25
25,99,76,54,7,23
39,35,77,30,5,3
38,68,91,56,6,14
20,63,44,39,5,7
21,99,81,7,7,3
35,60,13,14,4,1
20,82,62,18,7,14
24,37,35,43,5,18
35,32,62,17,5,28
27,88,98,2,4,10
15,48,84,7,6,22
37,62,17,9,7,1
36,75,64,11,4,7
24,38,89,19,6,26
36,49,15,48,7,16
22,86,11,27,7,28
40,58,56,38,6,26
33,79,93,87,6,29
42,69,15,6,5,16
39,48,41,10,5,11
37,45,90,76,6,2
16,52,48,22,7,4
38,38,21,19,5,4
16,66,43,0,5,25
23,45,6,6,5,26
33,80,31,61,5,25
21,66,21,57,7,3
26,57,99,4,4,23
27,65,56,63,7,23
39,59,70,37,6,16
21,37,5,36,7,13
35,36,24,30,7,26
17,88,34,75,4,28
43,82,49,47,5,23
33,35,31,73,4,18
30,80,22,61,5,16
16,96,56,8,5,10
17,63,55,96,7,27
35,34,98,35,7,12
41,89,32,44,7,18
23,70,98,54,7,10
34,88,34,64,5,24
20,45,14,93,4,2
19,57,96,32,4,29
43,36,94,73,6,8
43,83,37,56,6,28
24,44,47,75,4,15
29,89,99,88,4,23
40,80,47,2,5,1
38,86,79,6,5,14
27,33,19,95,5,21
19,94,77,26,5,4
36,95,10,57,7,14
23,41,60,16,6,19
27,80,26,32,7,1
19,86,72,42,4,10
33,85,99,55,4,4
27,88,41,52,6,7
36,98,95,23,4,20
44,99,3,47,7,24
27,30,51,95,7,20
30,39,25,83,5,28
37,32,98,16,7,16
35,56,54,46,4,29
19,96,54,18,7,2
42,52,99,47,6,3
38,66,25,19,6,18
34,50,82,80,4,7
37,49,51,32,4,24
43,92,60,37,6,5
33,72,84,31,5,8
37,48,70,53,4,6
27,66,9,27,4,0
21,33,64,84,5,23
43,68,43,30,4,26
26,87,24,4,6,17
43,61,41,54,4,12
17,45,61,75,7,21
26,52,4,60,6,17
18,76,13,93,5,4
24,98,29,11,6,22
37,65,92,5,6,4
31,31,57,92,7,18
39,44,6,71,7,2
40,68,45,81,4,18
38,96,82,50,5,23
41,60,92,76,6,10
19,41,63,84,7,25
17,63,82,31,4,12
41,91,83,64,7,25
33,39,76,72,5,3
44,70,30,33,6,13
26,44,9,11,6,25
21,56,4,71,5,24
16,83,75,35,7,2
33,33,86,52,5,22
31,52,5,38,7,10
33,82,51,24,7,19
38,81,70,89,6,9
36,77,91,70,7,16
44,64,26,90,4,1
34,75,7,91,6,7
40,73,78,28,5,8
19,64,47,20,5,25
19,30,61,83,7,5
19,94,85,47,4,26
22,92,33,10,5,0
23,76,34,45,5,7
24,82,83,46,6,3
41,52,63,97,6,15
34,76,92,53,6,28
26,82,91,31,6,1
40,56,51,41,5,6
38,55,25,85,5,2
35,92,46,9,5,27
37,41,3,85,5,9
24,58,25,26,4,7
44,86,43,42,6,0
38,60,74,31,6,16
40,87,43,54,6,3
40,77,33,88,4,14
43,86,29,23,5,16
20,30,67,36,5,13
31,92,85,43,7,29
29,62,30,21,4,24
34,62,58,56,5,6
17,48,92,27,6,5
34,65,3,3,7,23
26,79,11,93,7,24
28,95,3,12,5,8
37,47,50,94,5,21
34,37,22,16,7,28
34,43,51,28,5,19
43,58,54,52,5,10
24,36,23,96,5,20
16,74,70,10,5,13
35,58,91,42,5,4
44,81,9,22,5,23
41,78,92,69,4,25
26,59,32,47,6,16
17,44,25,97,6,8
20,83,83,5,7,3
29,68,97,42,5,25
18,52,44,92,4,12
16,61,66,10,7,0
29,86,8,31,7,2
20,55,6,78,5,16
17,50,46,29,4,2
24,74,64,40,6,10
16,37,10,19,7,24
27,85,85,20,7,19
35,95,83,83,4,8
20,92,2,8,4,3
39,55,43,28,4,22
25,35,64,54,7,24
26,60,32,32,5,13
30,50,14,83,6,14
34,32,94,10,6,27
35,94,4,75,6,17
33,80,13,56,7,9
39,93,79,3,6,29
27,31,97,50,4,12
19,47,29,19,5,13
20,65,55,58,5,22
28,42,93,56,4,26
18,77,62,46,7,8
20,51,99,23,7,11
33,90,97,64,5,15
24,80,6,41,5,26
30,48,69,39,5,4
43,68,78,94,6,29
22,50,48,75,7,0
26,46,69,44,4,1
41,98,75,42,6,5
19,97,74,22,6,14
43,94,9,32,5,0
38,56,54,96,7,16
20,96,57,52,5,27
41,79,10,11,7,8
36,40,72,8,4,7
44,66,66,99,6,5
37,65,68,25,7,22
39,91,58,42,5,1
20,34,40,87,4,25
19,76,36,13,7,23
16,73,37,43,6,4
44,87,76,4,4,17
27,66,67,61,6,28
21,49,34,76,4,26
28,59,6,4,6,0
31,43,88,32,5,23
20,76,67,1,5,11
34,75,45,71,6,17
44,52,39,83,7,10
34,39,5,82,6,7
25,73,7,24,6,28
19,98,89,9,6,21
22,83,33,48,6,2
35,35,63,90,7,7
27,73,13,63,7,16
26,35,28,10,7,11
33,86,95,49,6,23
43,43,84,45,5,6
40,57,60,6,5,27
18,90,63,31,7,3
27,30,92,24,6,22
22,88,56,13,5,23
41,37,38,15,7,18
44,67,93,84,5,7
36,72,88,60,6,26
21,86,21,42,5,25
26,44,9,91,6,12
40,94,24,80,7,3
25,41,50,91,4,27
19,44,34,89,4,12
24,90,3,69,4,28
41,91,12,90,5,25
26,75,33,37,4,3
38,75,15,7,5,3
35,58,42,14,4,27
29,30,72,93,6,19
24,31,67,42,6,19
41,44,77,62,4,6
35,52,58,38,4,13
27,77,34,14,4,28
34,90,1,23,4,29
40,95,23,43,7,22
33,36,63,42,7,12
23,95,84,77,5,28
20,91,17,88,6,3
35,69,49,23,7,13
24,88,70,64,6,25
35,69,12,90,6,4
28,59,43,44,4,19
44,81,57,75,4,17
39,33,81,75,7,11
30,41,2,18,6,15
31,82,38,98,5,8
32,66,66,71,7,1
42,59,85,72,7,20
24,59,39,17,4,8
17,91,82,23,4,13
34,92,78,61,7,14
39,43,9,80,4,11
25,91,52,37,6,12
39,95,53,6,6,29
35,68,32,26,7,22
23,85,2,98,7,14
20,31,98,18,7,0
18,79,62,62,7,13
27,75,84,22,6,6
38,81,31,80,5,8
30,71,7,8,6,10
24,62,32,90,7,6
18,85,33,16,7,29
21,83,10,17,5,18
17,96,66,62,4,5
27,66,54,48,7,3
43,77,80,5,5,18
28,92,99,56,7,3
20,95,84,0,7,10
34,89,23,16,7,21
24,90,77,91,5,7
37,97,41,94,4,12
26,52,79,67,7,15
39,99,21,78,4,11
16,58,40,5,5,11
16,83,95,69,7,19
31,72,34,43,7,23
21,62,17,64,5,29
20,34,84,17,7,18
29,78,5,75,5,3
21,90,74,12,5,23
41,76,15,11,4,26
44,56,85,14,5,8
41,85,84,99,6,13
17,62,21,20,6,19
18,68,88,33,7,25
42,68,44,83,4,25
15,74,76,3,6,24
16,42,45,6,6,9
39,91,84,8,4,28
33,62,97,97,6,23
39,44,7,20,6,20
26,46,38,59,4,8
28,43,91,30,7,26
35,96,38,84,5,22
20,37,21,18,6,5
23,69,88,62,5,1
19,33,2,26,5,27
32,32,7,36,5,21
42,58,39,27,4,21
19,97,51,66,5,12
40,82,62,37,4,2
35,72,90,45,5,1
36,97,23,82,7,16
27,79,66,57,7,25
36,56,97,67,5,27
17,75,18,91,7,24
28,61,50,5,4,2
24,57,34,51,6,26
18,34,56,28,6,21
19,59,94,19,7,16
28,67,73,32,6,5
41,99,47,66,5,25
15,69,40,75,4,15
16,96,79,46,7,21
26,59,12,70,5,29
36,63,70,60,7,5
41,62,4,96,4,10
28,98,84,9,6,19
19,44,38,20,6,20
37,30,48,33,7,20
29,84,28,96,6,2
23,30,63,43,6,9
40,97,71,34,4,7
33,87,52,35,4,8
35,97,85,77,4,7
38,85,9,99,6,25
34,91,45,43,4,6
16,84,22,4,4,22
33,59,4,57,7,26
31,37,26,54,4,3
28,72,98,37,4,0
17,82,49,72,5,24
26,49,16,61,7,2
24,33,28,48,5,3
44,33,77,20,6,16
32,83,52,69,7,21
39,40,54,83,5,11
37,76,19,8,6,13
43,99,42,40,4,4
27,60,90,3,5,16
28,63,12,75,5,5
19,88,30,45,5,9
33,53,74,22,7,15
20,62,93,91,7,4
29,63,58,4,6,1
33,77,95,5,5,12
27,84,29,53,5,8
30,83,66,8,5,8
23,80,60,19,4,26
42,33,39,22,4,4
32,76,98,7,7,2
44,37,31,64,7,29
43,90,40,42,6,21
36,50,18,65,6,3
18,73,3,0,4,17
34,99,73,65,5,13
33,90,70,97,4,5
27,35,46,57,4,12
36,32,34,18,6,11
22,74,41,98,6,21
26,38,12,10,5,13
31,92,41,49,4,6
42,79,27,67,7,1
29,41,14,49,5,18
17,34,78,17,6,0
17,43,98,24,5,21
30,70,19,89,5,13
34,68,38,21,5,17
22,89,31,3,4,19
30,57,83,26,6,1
24,57,88,9,4,11
15,79,32,8,4,17
16,69,64,96,6,5
35,74,79,41,5,4
22,84,82,43,6,29
23,73,89,79,7,3
36,66,12,16,6,0
18,36,94,44,6,22
17,96,8,43,5,8
38,83,68,16,6,17
26,81,45,92,6,22
38,83,54,51,6,5
17,81,43,22,5,8
29,54,57,33,7,28
41,34,13,85,4,13
23,76,98,43,6,1
28,98,65,86,5,26
42,50,84,53,6,8
44,37,69,89,7,19
37,36,43,87,7,29
39,95,89,28,5,21
41,44,92,28,7,14
43,89,73,89,4,12
42,77,10,20,6,16
36,63,22,17,6,12
18,66,19,66,5,25
37,40,91,40,6,24
20,52,93,1,6,19
35,67,36,53,5,11
43,87,54,51,6,9
39,72,16,96,6,24
16,42,53,28,4,7
28,45,17,6,5,3
21,69,63,30,5,8
39,45,49,26,7,24
24,63,30,54,7,21
33,79,95,35,5,6
19,77,7,48,5,3
24,55,73,70,5,14
15,36,59,90,6,16
38,98,26,30,4,18
28,32,83,62,7,21
34,79,88,52,7,22
39,38,74,43,6,5
31,95,8,22,7,18
28,66,19,16,7,8
32,72,34,6,6,22
35,55,56,13,5,13
18,91,13,16,5,28
17,48,2,12,7,26
22,80,12,13,6,3
19,71,73,1,4,13
15,52,55,99,4,19
27,35,31,24,6,11
33,95,50,15,6,15
35,38,6,91,7,8
16,70,26,62,6,29
28,74,20,13,6,22
35,96,38,41,5,24
25,80,82,81,7,17
39,69,25,13,7,21
31,64,33,38,4,6
31,31,10,9,7,2
29,46,26,18,7,11
32,68,27,6,6,16
24,67,96,54,7,12
41,55,42,80,7,28
22,30,92,26,5,11
21,43,69,1,7,12
17,91,64,53,5,24
39,87,54,70,4,27
26,86,83,6,5,3
29,67,56,5,6,29
40,99,57,72,6,6
26,90,46,91,4,2
35,63,26,62,5,8
31,83,36,71,5,7
31,66,5,35,6,7
42,45,86,39,7,20
37,85,48,54,6,8
29,67,99,98,7,15
15,32,15,92,4,16
17,86,21,62,5,23
28,35,25,68,4,23
20,94,30,17,4,3
23,47,89,51,4,16
28,75,29,6,6,21
15,38,66,11,4,20
30,87,88,99,5,16
35,69,28,56,5,13
33,37,52,10,7,7
30,80,96,62,4,26
23,58,56,89,6,5
42,66,4,47,7,13
27,73,9,46,5,8
34,33,69,64,7,29
44,75,32,72,4,21
17,87,95,75,5,5
22,75,9,91,4,29
31,81,19,28,7,19
37,30,18,23,4,14
37,47,8,58,5,9
31,97,25,51,5,13
34,58,60,89,4,0
38,50,84,21,4,2
37,41,11,41,4,28
43,95,80,71,6,23
40,73,60,0,7,2
21,82,95,77,7,18
16,42,57,57,6,1
26,81,41,37,4,7
17,86,34,71,4,7
18,95,27,68,4,29
44,66,20,93,4,8
36,73,85,53,6,27
19,72,32,18,4,21
41,87,68,36,6,29
35,76,88,20,4,21
30,99,79,86,7,29
18,41,19,11,6,20
26,87,5,2,5,3
15,45,75,28,4,6
40,99,8,16,5,14
23,72,50,11,5,20
17,89,22,5,7,29
23,81,32,79,7,27
30,65,16,80,7,6
25,84,20,69,7,2
25,80,40,93,7,27
27,32,10,45,6,4
17,42,23,5,5,20
32,42,30,30,5,24
37,92,89,7,5,1
25,67,42,13,7,4
32,58,70,36,7,17
41,47,21,23,6,10
42,32,43,80,7,23
22,36,43,49,5,12
43,84,65,2,5,23
39,31,55,48,5,1
40,58,81,70,7,22
28,75,87,45,6,8
32,99,66,57,4,6
44,49,86,4,7,19
36,89,91,58,4,5
25,60,49,75,5,28
33,91,51,99,7,17
30,61,46,39,4,23
41,92,76,86,6,29
28,35,5,24,7,20
16,99,52,47,5,17
20,44,9,72,6,4
40,77,0,63,5,27
28,87,30,7,5,19
29,40,92,78,5,26
29,38,15,0,5,2
37,38,74,59,4,13
36,96,75,66,7,16
23,72,34,2,7,2
38,66,0,31,5,26
23,59,58,84,6,4
35,41,27,44,6,13
38,51,41,31,6,0
37,90,13,86,4,4
24,39,16,52,6,16
29,70,81,15,4,5
18,44,52,62,5,7
29,42,62,3,4,28
16,72,14,1,4,28
18,73,3,61,6,9
18,83,54,40,6,24
44,66,21,11,6,6
25,55,43,22,5,28
30,86,56,22,6,27
33,69,94,66,7,24
43,44,24,80,7,16
19,58,18,59,6,24
23,73,4,76,5,25
17,63,61,29,4,25
21,58,54,90,6,27
17,69,13,12,6,0
44,79,28,20,6,15
21,32,7,39,7,16
34,89,0,72,5,13
16,77,68,44,7,3
20,42,51,9,6,4
28,40,98,8,5,13
40,99,64,21,4,16
20,62,62,80,5,28
38,80,4,55,7,12
28,76,94,79,7,13
23,43,87,11,5,8
39,87,60,63,6,23
28,57,71,45,5,26
39,61,20,52,4,29
26,76,21,23,5,21
31,74,53,75,6,5
22,43,52,8,5,25
28,98,21,9,5,29
29,72,53,24,7,7
28,68,88,87,7,25
40,68,90,35,7,25
23,59,84,94,6,12
44,60,31,62,5,12
40,61,66,87,6,2
38,88,78,56,7,28
15,37,81,57,5,16
37,86,72,25,4,18
44,48,5,19,4,20
38,78,28,55,4,20
18,42,38,17,5,10
31,76,32,71,7,28
36,39,26,39,4,0
40,33,55,10,4,15
36,42,51,16,6,14
35,82,34,56,4,28
25,34,72,29,4,5
42,89,71,6,7,4
34,45,46,10,7,2
39,64,35,85,4,20
24,59,28,70,5,24
43,58,20,7,7,29
22,58,82,11,4,3
34,45,59,79,7,11
24,42,60,24,4,11
37,33,14,29,6,4
17,37,4,15,6,9
38,95,19,71,5,18
29,45,2,93,4,7
37,52,9,63,7,26
26,45,88,61,6,26
39,33,60,44,6,25
39,68,77,18,7,3
15,67,54,63,5,6
15,32,97,99,5,3
44,40,4,17,4,26
36,44,67,96,6,23
34,52,21,2,4,27
43,30,90,71,5,6
28,92,89,51,5,27
26,84,66,6,7,28
37,34,17,0,7,11
18,96,55,25,4,10
39,60,59,56,6,9
26,87,42,73,7,13
26,43,69,4,7,8
34,51,87,16,4,20
21,37,73,99,5,18
23,64,77,88,4,17
21,33,23,37,5,19
43,59,78,1,6,28
40,31,89,85,6,9
23,58,98,44,5,0
22,61,36,99,4,10
18,64,27,32,4,18
24,77,99,73,7,0
21,33,99,50,5,19
24,54,76,1,5,4
29,36,39,11,6,24
17,53,37,47,4,22
35,72,13,32,4,2
44,71,86,41,7,12
42,30,30,26,4,28
43,68,84,46,4,6
40,98,75,96,5,13
18,57,7,39,7,15
21,90,96,8,6,26
40,44,4,77,5,13
39,42,71,1,5,9
26,34,32,60,7,13
37,76,67,23,4,13
36,47,59,28,6,29
18,80,14,13,4,18
22,32,39,15,6,23
23,70,57,42,4,26
42,45,51,34,4,24
20,51,0,2,7,15
33,40,57,1,4,12
18,88,7,17,5,10
16,34,41,1,6,29
25,42,26,14,6,12
20,42,1,51,5,26
15,66,14,21,7,13
33,94,68,40,7,26
31,69,61,30,6,19
41,32,2,27,5,4
34,56,41,70,6,21
42,87,33,20,7,3
38,50,20,47,4,26
18,93,99,79,6,5
21,80,33,33,5,25
41,34,75,53,4,10
21,46,43,48,4,17
39,56,30,47,7,26
36,67,18,66,6,4
27,35,4,12,6,2
42,70,44,73,5,26
44,60,2,46,6,3
30,84,19,88,6,7
17,86,18,47,4,13
22,85,53,8,4,19
23,47,10,55,7,0
36,93,0,67,5,14
23,46,95,28,6,29
39,66,56,76,5,7
16,51,47,47,6,2
35,86,31,90,5,7
32,67,40,11,7,24
19,56,28,15,7,11
33,79,76,59,7,8
36,57,60,49,7,1
28,46,90,88,6,2
18,60,24,53,7,13
37,34,54,4,4,24
29,32,48,65,4,27
40,59,9,44,6,9
41,39,68,2,5,7
16,57,76,63,7,16
29,96,99,77,6,8
32,44,92,18,7,16
27,39,91,38,7,6
16,47,77,29,7,9
29,45,2,58,7,10
29,84,0,24,6,2
44,88,75,49,7,7
21,81,16,79,6,18
35,74,80,99,4,11
41,44,84,54,7,24
16,55,82,32,5,23
26,87,88,20,6,4
32,75,24,98,5,9
17,46,45,50,4,13
30,53,73,8,6,26
42,40,12,28,6,0
41,93,11,27,5,19
19,68,16,27,5,28
22,54,74,3,4,28
43,94,1,45,6,21
34,88,3,90,6,4
21,53,86,92,6,1
16,35,15,94,4,18
29,66,15,97,6,1
31,43,36,15,5,27
36,69,26,32,7,12
32,33,11,76,5,1
39,87,11,42,4,19
24,77,65,69,6,23
19,83,42,82,4,5
39,44,77,56,5,11
22,64,4,25,7,9
19,52,81,32,5,23
22,59,82,56,5,24
37,61,11,2,6,29
20,62,42,70,4,25
26,70,85,24,5,5
43,46,33,70,7,14
15,73,99,90,4,18
36,77,11,44,5,14
34,40,5,86,6,16
26,82,95,51,5,20
15,76,94,53,7,14
20,38,40,50,7,14
22,52,7,81,7,21
25,97,2,91,7,0
44,51,34,11,5,12
42,89,70,51,6,15
19,99,9,28,4,0
16,43,80,68,6,12
42,30,13,51,6,17
37,55,71,31,6,5
19,87,74,80,6,28
42,62,36,76,4,29
20,65,81,92,6,24
20,73,60,26,7,2
35,67,60,47,6,11
39,84,18,81,6,20
40,62,73,84,6,22
37,38,98,87,5,14
19,40,30,37,6,20
27,67,29,17,7,2
34,57,75,14,6,24
38,81,97,67,5,18
42,64,93,76,4,24
25,52,19,20,7,17
18,72,19,87,4,11
39,82,46,50,7,26
34,97,46,61,5,19
15,68,6,62,4,7
34,42,8,42,6,17
27,51,36,32,4,5
38,72,75,80,7,9
42,59,21,35,6,11
38,30,66,64,6,14
32,87,89,23,7,6
41,83,59,97,7,5
19,67,41,63,7,13
24,62,33,6,5,16
36,65,79,73,7,26
29,65,10,80,6,27
19,82,23,7,4,2
15,46,58,70,4,20
15,38,97,49,6,7
28,88,49,32,4,3
22,55,71,36,4,16
33,60,30,79,7,12
35,57,61,55,7,27
24,73,30,64,5,23
31,53,43,6,5,29
40,38,10,50,4,25
18,48,86,53,5,6
41,94,9,64,7,24
21,64,98,23,5,17
44,52,5,70,5,27
43,71,28,81,7,10
28,90,33,71,5,4
37,51,53,90,7,0
20,49,24,58,7,4
32,43,35,42,5,9
32,33,80,34,7,1
39,84,45,59,7,26
39,69,9,11,5,20
37,53,44,1,7,14
27,62,84,25,5,1
15,88,74,58,6,20
29,94,34,88,4,16
24,96,75,15,4,7
16,38,8,21,5,1
15,55,11,35,5,27
19,72,53,2,6,9
23,72,73,61,7,6
41,53,16,13,5,26
17,68,80,75,6,17
25,80,68,75,4,5
26,93,8,65,5,13
40,74,8,25,5,5
40,72,27,43,5,1
19,60,22,76,5,2
33,79,28,3,7,26
18,71,87,77,5,26
31,48,68,76,6,23
27,88,39,44,7,13
25,60,17,0,7,3
43,44,95,53,5,11
33,62,8,58,4,6
37,94,65,0,7,1
29,92,29,36,4,0
34,37,96,7,6,17
21,69,48,94,5,27
34,63,5,29,7,29
22,52,33,56,7,7
42,63,45,89,5,16
32,39,38,33,5,23
31,71,77,7,6,2
19,38,22,92,7,28
32,50,29,1,4,17
36,83,20,25,7,25
34,72,32,96,5,27
41,72,52,27,7,28
26,87,34,92,4,24
44,91,48,35,6,29
30,90,17,25,6,17
22,52,6,15,4,4
35,57,81,48,5,23
32,53,46,78,5,10
32,51,38,66,6,2
18,79,20,11,7,29
30,80,12,40,4,18
40,55,46,98,7,10
41,70,39,16,6,12
20,72,74,72,7,21
16,57,11,60,7,25
20,38,62,23,4,7
33,51,57,67,7,27
20,55,18,3,6,16
42,37,37,38,4,12
38,36,4,39,5,24
41,56,68,39,5,20
24,35,51,28,4,14
37,91,22,76,4,29
33,87,18,13,6,17
19,49,86,49,7,9
15,93,71,33,7,7
40,67,1,3,4,2
15,50,86,89,6,0
20,72,70,87,5,21
42,31,57,81,4,13
44,50,55,84,5,28
41,88,6,7,5,24
18,76,92,1,7,4
40,62,92,39,7,18
17,45,23,97,7,25
17,67,24,99,5,15
18,47,18,53,4,25
25,49,4,42,4,6
35,93,14,56,6,9
44,39,77,55,5,22
17,58,88,34,4,26
29,84,24,81,6,1
33,59,96,74,7,15
43,82,16,27,6,19
43,73,4,57,7,12
18,45,79,50,6,28
24,67,93,78,4,27
37,54,89,14,4,18
16,36,95,85,4,9
44,83,11,50,7,19
32,94,47,72,4,0
15,34,69,95,5,24
22,57,73,54,4,11
42,44,19,6,6,4
30,65,35,42,4,3
30,87,41,86,7,20
40,87,89,50,6,15
23,91,35,56,6,13
39,82,54,92,7,18
20,51,37,16,6,16
41,60,28,52,4,5
31,72,87,41,5,10
39,48,93,59,4,25
23,55,99,46,5,4
19,74,9,30,6,27
39,95,39,70,6,24
35,85,52,47,4,6
35,70,59,27,6,2
40,95,87,63,6,15
44,70,33,90,4,23
22,97,46,4,4,19
26,39,80,52,7,16
18,62,68,69,5,23
40,75,2,34,6,19
22,71,47,57,4,27
35,59,59,73,5,25
16,62,1,41,5,7
16,85,79,84,6,29
16,86,85,33,7,10
35,65,54,15,5,26
33,33,87,42,4,20
31,65,85,15,5,28
18,35,21,43,4,8
33,93,90,39,5,19
27,64,81,88,4,21
19,34,77,66,6,28
19,82,3,98,5,21
18,78,67,23,4,4
43,96,8,54,6,24
20,51,20,18,7,1
15,45,33,28,5,5
23,35,47,25,7,17
31,90,39,48,6,1
31,33,88,29,4,27
44,91,71,55,7,23
18,71,85,70,6,10
16,72,92,39,6,27
15,95,53,68,4,23
42,71,90,21,7,7
16,95,58,52,6,27
43,90,94,43,7,2
15,83,32,38,4,3
39,60,83,40,7,2
37,40,22,74,5,12
28,33,85,78,5,22
31,92,80,70,6,29
15,94,12,45,7,20
41,72,52,77,7,29
22,84,42,15,7,5
28,80,40,76,5,15
21,36,32,26,6,3
24,66,62,33,7,20
15,41,22,87,7,6
29,73,31,29,4,19
44,73,2,90,4,15
38,48,83,47,5,27
34,72,13,1,5,27
38,59,61,7,5,15
